,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
874,41412,10,10,"Bengkulu, 25-03-1960",63,Pegawai Swasta,Belum menikah,perempuan,D3,Retired,3,10500000,1,58666667,10,144,7,385,1,14000000,Diragukan,Tertagih dengan resiko rendah,14666667
875,19931,1,5,"Jawa Timur, 01-06-1976",47,Profesional,Cerai hidup,perempuan,SD,Not-employed,6,200000,2,16833333,1,78,6,50,1,3500000,DPK,Tidak tertagih dengan resiko tinggi,4208333
876,88003,5,10,"Kalimantan Selatan, 27-04-1981",42,Profesional,Belum menikah,laki-laki,SMA,Part-time,1,6700000,3,57500000,1,114,6,419,2,9500000,Kurang lancar,Tertagih dengan resiko tinggi,28750000
877,50590,14,11,"Maluku, 18-03-1972",51,Buruh,Belum menikah,perempuan,S1,Retired,4,13000000,8,59666667,4,45,3,486,1,15500000,DPK,Tertagih dengan resiko rendah,14916667
878,37069,18,6,"DI Yogyakarta, 25-04-1962",61,Pegawai Negeri,Menikah,laki-laki,D3,Self-employed,5,25500000,2,138166667,22,70,4,334,1,6000000,DPK,Tidak tertagih dengan resiko rendah,34541667
879,2605,17,5,"Kalimantan Timur, 04-02-1978",45,Buruh,Cerai hidup,perempuan,S1,Full-time,2,29000000,6,139333333,19,161,8,233,2,34000000,Diragukan,Tidak tertagih dengan resiko rendah,69666667
880,94183,16,7,"Sumatera Barat, 16-09-1972",51,Pengusaha,Menikah,perempuan,S2,Retired,3,18000000,2,63833333,5,136,9,246,2,6500000,Diragukan,Tertagih dengan resiko tinggi,31916667
881,23721,17,18,"Jambi, 11-11-1976",47,Pegawai Negeri,Menikah,laki-laki,D3,Full-time,3,17500000,2,46666667,16,79,4,469,1,7000000,DPK,Tertagih dengan resiko rendah,11666667
882,71267,18,6,"Kalimantan Barat, 11-04-1981",42,Pegawai Negeri,Belum menikah,laki-laki,S1,Retired,2,18000000,6,71166667,20,30,2,401,1,6500000,DPK,Tertagih dengan resiko rendah,17791667
883,57336,9,14,"Aceh, 27-05-1993",30,Pengusaha,Belum menikah,perempuan,SMA,Not-employed,5,4700000,5,22666667,2,92,6,90,1,8000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,5666667
884,91283,1,14,"Gorontalo, 12-07-2000",23,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,3,18500000,1,86500000,20,57,3,636,1,9500000,DPK,Tertagih dengan resiko rendah,21625000
885,88423,8,14,"Papua Barat, 18-02-1993",30,Pengusaha,Cerai mati,perempuan,SMP,Internship,6,2600000,1,17500000,1,120,10,19,4,11500000,Kurang lancar,Tidak tertagih dengan resiko tinggi,17500000
886,17624,2,6,"Sumatera Selatan, 17-10-1965",58,Pegawai Swasta,Cerai hidup,perempuan,D1,Retired,5,18500000,7,62666667,2,91,9,298,1,7000000,Kurang lancar,Tertagih dengan resiko rendah,15666667
887,37419,7,18,"Sulawesi Barat, 25-06-1985",38,Profesional,Menikah,perempuan,S2,Full-time,3,24000000,4,55500000,15,22,2,486,0,18500000,DPK,Tertagih dengan resiko rendah,0
888,94083,11,12,"Sulawesi Selatan, 26-07-1995",28,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,2,18000000,8,56166667,11,133,8,131,2,19000000,Diragukan,Tertagih dengan resiko tinggi,28083333
889,62877,2,17,"Sulawesi Utara, 23-11-1995",28,Pegawai Swasta,Cerai hidup,perempuan,S2,Retired,2,18000000,1,58333333,19,54,2,647,1,37500000,DPK,Tertagih dengan resiko rendah,14583333
890,52765,18,15,"Maluku, 21-07-1984",39,Pengusaha,Belum menikah,perempuan,S1,Retired,4,13000000,2,56000000,11,21,1,403,1,3000000,DPK,Tertagih dengan resiko rendah,14000000
891,82015,1,6,"Sulawesi Barat, 29-12-1970",53,Pengusaha,Cerai mati,laki-laki,SD,Not-employed,5,200000,8,14166667,1,116,8,22,1,19500000,Kurang lancar,Tidak tertagih dengan resiko tinggi,3541667
892,3650,5,2,"Sumatera Selatan, 19-01-1983",40,Pegawai Swasta,Belum menikah,perempuan,S2,Full-time,3,19000000,1,72500000,21,69,3,689,1,3000000,DPK,Tertagih dengan resiko rendah,18125000
893,36205,18,3,"Sulawesi Tengah, 16-12-1990",33,Profesional,Cerai hidup,laki-laki,D2,Self-employed,3,25500000,5,142166667,34,37,2,522,1,19500000,DPK,Tidak tertagih dengan resiko rendah,35541667
894,84582,6,14,"Gorontalo, 24-04-1969",54,Buruh,Cerai mati,perempuan,D1,Full-time,3,16500000,5,61666667,6,90,6,189,1,7000000,DPK,Tertagih dengan resiko rendah,15416667
895,31034,6,9,"Kepulauan Riau, 22-12-1983",40,Profesional,Cerai hidup,laki-laki,D3,Full-time,4,17500000,8,72333333,5,95,7,146,1,26000000,Kurang lancar,Tertagih dengan resiko rendah,18083333
896,44148,11,10,"Sulawesi Tenggara, 31-08-1965",58,Pegawai Swasta,Belum menikah,perempuan,S1,Retired,2,21000000,5,66500000,20,14,1,525,0,7000000,DPK,Tertagih dengan resiko rendah,0
897,21684,20,6,"Jawa Barat, 16-09-1997",26,Pengusaha,Belum menikah,perempuan,SMP,Not-employed,2,2600000,7,23666667,1,93,5,98,1,14000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,5916667
898,97948,11,15,"Sulawesi Utara, 11-12-1994",29,Pegawai Negeri,Menikah,laki-laki,S2,Retired,4,13000000,3,63833333,11,36,3,370,1,5000000,DPK,Tertagih dengan resiko rendah,15958333
899,67595,2,17,"Bali, 02-03-1974",49,Pegawai Swasta,Cerai hidup,perempuan,D1,Retired,4,22500000,6,59333333,9,73,5,169,1,6000000,DPK,Tertagih dengan resiko rendah,14833333
900,99697,4,10,"Kalimantan Utara, 17-01-1997",26,Pegawai Swasta,Belum menikah,perempuan,D1,Full-time,3,17500000,5,51333333,24,12,2,569,0,16500000,DPK,Tertagih dengan resiko rendah,0
901,1134,3,11,"Sumatera Utara, 05-01-1962",61,Pengusaha,Belum menikah,laki-laki,S1,Full-time,3,24000000,1,55666667,23,88,4,693,3,9500000,DPK,Tertagih dengan resiko tinggi,41750000
902,30972,12,13,"Sumatera Utara, 21-06-1997",26,Buruh,Belum menikah,perempuan,D3,Retired,3,15500000,6,62500000,16,26,1,460,1,4500000,DPK,Tertagih dengan resiko rendah,15625000
903,10970,19,12,"Kalimantan Barat, 24-07-1998",25,Pegawai Swasta,Menikah,perempuan,D2,Retired,3,10500000,3,58666667,10,109,7,209,2,8500000,Kurang lancar,Tertagih dengan resiko tinggi,29333333
904,16159,7,8,"Jawa Tengah, 06-09-2000",23,Pegawai Swasta,Belum menikah,laki-laki,SMA,Part-time,1,5700000,7,62166667,10,50,3,355,1,14000000,DPK,Tertagih dengan resiko rendah,15541667
905,33124,16,18,"Kepulauan Riau, 14-05-1961",62,Profesional,Menikah,perempuan,D2,Retired,3,18500000,1,68833333,16,29,2,665,1,16500000,DPK,Tertagih dengan resiko rendah,17208333
906,98644,20,18,"Maluku Utara, 05-12-1977",46,Pengusaha,Menikah,laki-laki,D1,Retired,4,10500000,2,54333333,3,1,1,254,0,11500000,DPK,Tertagih dengan resiko rendah,0
907,74493,15,9,"Kepulauan Riau, 15-12-1984",39,Pegawai Swasta,Belum menikah,laki-laki,D3,Retired,5,15500000,3,54666667,10,146,8,109,3,8000000,Diragukan,Tertagih dengan resiko tinggi,41000000
908,92671,17,11,"Nusa Tenggara Barat, 29-03-1987",36,Pegawai Negeri,Cerai mati,laki-laki,SD,Not-employed,5,3560000,9,16166667,1,21,4,55,1,9500000,DPK,Tidak tertagih dengan resiko tinggi,4041667
909,1709,3,5,"Banten, 09-12-1977",46,Profesional,Cerai hidup,perempuan,D2,Retired,3,10500000,7,52666667,19,17,2,261,0,13500000,DPK,Tertagih dengan resiko rendah,0
910,5151,9,13,"Jambi, 03-01-1999",24,Pegawai Negeri,Menikah,laki-laki,D1,Retired,3,15500000,7,58833333,3,85,7,174,1,7000000,DPK,Tertagih dengan resiko rendah,14708333
911,64229,8,19,"Jawa Barat, 17-11-1997",26,Pegawai Swasta,Cerai hidup,laki-laki,S1,Retired,3,18000000,8,51000000,24,32,2,540,1,8000000,DPK,Tertagih dengan resiko rendah,12750000
912,33970,11,8,"Riau, 26-10-1985",38,Profesional,Belum menikah,perempuan,D3,Retired,4,15500000,2,48000000,8,112,7,136,2,36000000,Kurang lancar,Tertagih dengan resiko tinggi,24000000
913,19392,10,10,"Riau, 19-08-1985",38,Profesional,Cerai hidup,laki-laki,S3,Full-time,4,24000000,7,56333333,15,13,2,585,0,6000000,DPK,Tertagih dengan resiko rendah,0
914,70390,20,19,"Sumatera Barat, 18-10-1990",33,Profesional,Menikah,perempuan,S2,Full-time,4,25000000,4,138666667,23,116,7,328,2,7500000,Kurang lancar,Tidak tertagih dengan resiko rendah,69333333
915,36183,3,10,"Jawa Timur, 11-08-1978",45,Buruh,Cerai mati,laki-laki,D1,Retired,5,18500000,6,65166667,7,160,9,111,2,13500000,Diragukan,Tertagih dengan resiko tinggi,32583333
916,72235,3,10,"Bali, 25-02-1966",57,Pegawai Negeri,Cerai hidup,perempuan,SMA,Contract,2,11700000,2,57666667,13,54,2,285,1,4000000,DPK,Tertagih dengan resiko rendah,14416667
917,60104,14,19,"Kalimantan Tengah, 15-11-1988",35,Profesional,Menikah,laki-laki,D1,Retired,4,18500000,5,81333333,6,93,7,259,2,11000000,Kurang lancar,Tertagih dengan resiko tinggi,40666667
918,67252,10,17,"Kalimantan Timur, 17-02-1985",38,Pengusaha,Menikah,perempuan,D3,Contract,3,22500000,6,66833333,22,6,1,571,0,13000000,DPK,Tertagih dengan resiko rendah,0
919,20547,17,16,"Bali, 17-01-1973",50,Pengusaha,Cerai hidup,perempuan,S1,Retired,3,18000000,1,60500000,23,52,3,699,1,5500000,DPK,Tertagih dengan resiko rendah,15125000
920,73662,9,12,"Kalimantan Selatan, 12-06-1990",33,Profesional,Cerai hidup,laki-laki,D1,Full-time,4,17500000,9,75000000,8,85,5,279,1,4000000,DPK,Tertagih dengan resiko rendah,18750000
921,62277,11,9,"Lampung, 04-03-1970",53,Pegawai Swasta,Menikah,laki-laki,D3,Retired,3,15500000,1,54666667,17,3,1,608,0,5500000,DPK,Tertagih dengan resiko rendah,0
922,50661,13,16,"Kalimantan Tengah, 14-05-1988",35,Pegawai Negeri,Menikah,perempuan,S2,Full-time,3,19000000,3,75000000,12,92,7,187,1,16500000,Kurang lancar,Tertagih dengan resiko rendah,18750000
923,75006,20,1,"Kepulauan Bangka Belitung, 04-04-1967",56,Pegawai Swasta,Cerai hidup,perempuan,S1,Retired,4,13000000,8,53666667,10,55,3,490,2,10500000,DPK,Tertagih dengan resiko rendah,26833333
924,89204,20,11,"Kepulauan Bangka Belitung, 02-10-2000",23,Pengusaha,Menikah,laki-laki,D1,Retired,3,17500000,8,49500000,17,16,3,410,0,4000000,DPK,Tertagih dengan resiko rendah,0
925,13075,3,14,"Kepulauan Riau, 05-12-1976",47,Pegawai Swasta,Cerai hidup,laki-laki,S1,Self-employed,2,30000000,3,140333333,13,98,5,262,1,19500000,Kurang lancar,Tidak tertagih dengan resiko rendah,35083333
926,22944,17,11,"Maluku Utara, 19-07-1991",32,Pengusaha,Menikah,laki-laki,S1,Retired,3,21000000,5,69500000,16,14,2,511,0,7000000,DPK,Tertagih dengan resiko rendah,0
927,82597,8,13,"Sumatera Utara, 06-11-1966",57,Buruh,Cerai hidup,laki-laki,S1,Full-time,3,19000000,6,67166667,21,60,3,516,1,4500000,DPK,Tertagih dengan resiko rendah,16791667
928,31846,19,11,"Aceh, 14-12-1998",25,Pegawai Swasta,Cerai mati,perempuan,SMP,Part-time,6,3080000,7,26666667,1,192,12,94,3,9500000,Macet,Tidak tertagih dengan resiko tinggi,20000000
929,36186,18,11,"Sulawesi Tengah, 09-11-1964",59,Buruh,Belum menikah,laki-laki,D3,Retired,4,10500000,7,62833333,11,37,3,369,1,9000000,DPK,Tertagih dengan resiko rendah,15708333
930,93266,14,17,"Kalimantan Selatan, 24-10-1972",51,Pegawai Negeri,Menikah,laki-laki,SMA,Contract,2,14700000,3,59166667,18,25,2,254,1,18000000,DPK,Tertagih dengan resiko rendah,14791667
931,77188,14,8,"Papua, 26-10-1966",57,Profesional,Cerai mati,perempuan,S2,Retired,2,13000000,4,55333333,6,140,7,408,3,9500000,Diragukan,Tertagih dengan resiko tinggi,41500000
932,98084,2,16,"Sumatera Barat, 27-02-1972",51,Pengusaha,Cerai hidup,perempuan,S2,Retired,3,18000000,2,74333333,19,32,2,518,2,37000000,DPK,Tertagih dengan resiko tinggi,37166667
933,44120,17,18,"Sumatera Selatan, 16-04-1979",44,Buruh,Cerai hidup,perempuan,S2,Retired,4,13000000,4,57833333,5,21,2,447,1,7000000,DPK,Tertagih dengan resiko rendah,14458333
934,3361,18,8,"Aceh, 11-02-1969",54,Pegawai Negeri,Menikah,laki-laki,S1,Retired,3,13000000,1,58833333,14,16,3,304,0,4500000,DPK,Tertagih dengan resiko rendah,0
935,63193,12,9,"Sumatera Selatan, 14-05-1986",37,Pengusaha,Belum menikah,perempuan,D2,Retired,3,10500000,6,57500000,11,84,5,340,1,9000000,DPK,Tertagih dengan resiko rendah,14375000
936,30680,14,10,"Kalimantan Selatan, 23-10-1970",53,Buruh,Belum menikah,laki-laki,S1,Retired,3,13000000,5,63666667,4,39,3,492,1,12500000,DPK,Tertagih dengan resiko rendah,15916667
937,96348,3,2,"Maluku Utara, 14-03-1999",24,Pengusaha,Belum menikah,laki-laki,SMA,Contract,7,7700000,8,58500000,3,53,5,267,1,8500000,DPK,Tertagih dengan resiko rendah,14625000
938,86475,6,18,"Sulawesi Barat, 11-01-1969",54,Buruh,Cerai mati,laki-laki,D2,Retired,3,11500000,9,64000000,13,69,6,209,1,4000000,DPK,Tertagih dengan resiko rendah,16000000
939,76206,16,20,"Gorontalo, 09-09-1975",48,Profesional,Cerai hidup,laki-laki,D1,Retired,4,15500000,4,62333333,2,65,6,286,1,4000000,DPK,Tertagih dengan resiko rendah,15583333
940,82161,8,1,"Nusa Tenggara Barat, 22-10-1964",59,Pegawai Negeri,Belum menikah,laki-laki,D3,Retired,5,15500000,3,58166667,9,87,7,193,1,8500000,DPK,Tertagih dengan resiko rendah,14541667
941,62163,11,17,"Papua Barat, 07-12-1971",52,Pegawai Negeri,Menikah,perempuan,SMA,Contract,7,7700000,8,66166667,7,36,3,353,2,4000000,DPK,Tertagih dengan resiko tinggi,33083333
942,2450,6,3,"Sumatera Barat, 16-01-1982",41,Pegawai Negeri,Menikah,laki-laki,SMA,Contract,5,6700000,3,61500000,19,23,3,454,0,8500000,DPK,Tertagih dengan resiko rendah,0
943,72208,2,6,"Riau, 05-10-1977",46,Pegawai Negeri,Cerai mati,perempuan,S3,Retired,3,18000000,7,58000000,23,5,1,518,0,8000000,DPK,Tertagih dengan resiko rendah,0
944,34972,18,20,"DKI Jakarta, 18-07-2000",23,Pengusaha,Cerai hidup,laki-laki,S1,Retired,3,18000000,5,64166667,11,73,7,137,1,5000000,DPK,Tertagih dengan resiko rendah,16041667
945,82461,19,5,"Papua, 11-01-1962",61,Buruh,Belum menikah,perempuan,D3,Retired,3,15500000,1,66166667,2,106,4,181,2,6000000,Kurang lancar,Tertagih dengan resiko tinggi,33083333
946,81227,3,1,"Banten, 26-03-1994",29,Profesional,Cerai mati,laki-laki,S1,Retired,4,13000000,9,56833333,1,56,3,468,1,6000000,DPK,Tertagih dengan resiko rendah,14208333
947,29651,9,17,"Sulawesi Selatan, 24-10-1960",63,Pengusaha,Menikah,perempuan,D2,Full-time,4,17500000,1,60333333,3,92,7,240,1,8000000,Kurang lancar,Tertagih dengan resiko rendah,15083333
948,38368,11,15,"Riau, 18-08-1969",54,Buruh,Belum menikah,laki-laki,SMA,Not-employed,0,4700000,9,19500000,1,134,7,4,2,5000000,Diragukan,Tidak tertagih dengan resiko tinggi,9750000
949,87096,13,6,"Jawa Tengah, 14-12-1962",61,Profesional,Cerai mati,laki-laki,SMA,Contract,6,9700000,4,56000000,13,68,3,317,1,3000000,DPK,Tertagih dengan resiko rendah,14000000
950,38083,11,2,"Papua Barat, 02-06-1978",45,Pegawai Negeri,Cerai hidup,perempuan,SMA,Contract,1,13700000,7,63000000,19,56,2,456,1,7500000,DPK,Tertagih dengan resiko rendah,15750000
951,47488,8,8,"Nusa Tenggara Barat, 22-10-1972",51,Profesional,Cerai hidup,laki-laki,SMA,Contract,5,6700000,1,61166667,14,32,2,283,1,6500000,DPK,Tertagih dengan resiko rendah,15291667
952,24950,18,7,"Bali, 19-12-1983",40,Profesional,Belum menikah,laki-laki,D3,Retired,3,22500000,6,58500000,16,24,3,466,1,1000000,DPK,Tertagih dengan resiko rendah,14625000
953,15210,5,1,"Lampung, 29-09-1978",45,Pegawai Negeri,Belum menikah,laki-laki,D1,Retired,4,10500000,3,60333333,19,56,4,243,1,5500000,DPK,Tertagih dengan resiko rendah,15083333
954,79071,15,1,"Kepulauan Bangka Belitung, 25-03-1992",31,Buruh,Belum menikah,laki-laki,D3,Full-time,5,22500000,8,79166667,13,147,10,183,2,4500000,Diragukan,Tertagih dengan resiko tinggi,39583333
955,3935,11,8,"Aceh, 24-09-1998",25,Profesional,Belum menikah,perempuan,SMP,Internship,5,200000,3,17000000,1,104,8,34,2,8000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,8500000
956,22198,18,5,"Nusa Tenggara Timur, 26-04-1964",59,Pengusaha,Cerai hidup,perempuan,S1,Retired,4,13000000,8,59166667,13,17,1,326,1,18000000,DPK,Tertagih dengan resiko rendah,14791667
957,92399,18,11,"Maluku, 24-05-1974",49,Pegawai Negeri,Cerai hidup,perempuan,D3,Full-time,4,22500000,3,75166667,13,84,7,206,1,7500000,DPK,Tertagih dengan resiko rendah,18791667
958,50618,17,12,"Nusa Tenggara Barat, 03-09-1992",31,Pegawai Swasta,Belum menikah,perempuan,D3,Retired,3,18500000,4,53333333,24,23,3,533,1,7000000,DPK,Tertagih dengan resiko rendah,13333333
959,78596,11,1,"Jawa Barat, 17-07-2000",23,Pengusaha,Cerai hidup,perempuan,D3,Retired,3,10500000,4,53333333,8,84,5,372,2,29000000,DPK,Tertagih dengan resiko tinggi,26666667
960,73321,11,15,"Sumatera Utara, 01-07-1994",29,Profesional,Cerai mati,laki-laki,SMA,Contract,7,14700000,1,60166667,3,85,8,289,2,6000000,DPK,Tertagih dengan resiko tinggi,30083333
961,57866,9,6,"Sumatera Selatan, 20-12-1966",57,Pengusaha,Menikah,laki-laki,D1,Retired,4,18500000,2,60666667,6,119,8,227,2,6000000,Kurang lancar,Tertagih dengan resiko tinggi,30333333
962,24774,7,2,"Jawa Tengah, 28-07-1982",41,Buruh,Belum menikah,laki-laki,D3,Retired,3,10500000,9,56500000,15,57,3,361,1,12500000,DPK,Tertagih dengan resiko rendah,14125000
963,87449,14,20,"Banten, 10-05-1995",28,Pegawai Negeri,Cerai mati,laki-laki,D3,Full-time,4,25500000,2,138833333,16,120,7,306,4,6000000,Kurang lancar,Tidak tertagih dengan resiko rendah,138833333
964,87332,13,1,"Kalimantan Tengah, 14-08-1994",29,Profesional,Belum menikah,perempuan,SMA,Not-employed,1,4700000,7,17166667,2,52,3,31,1,6500000,DPK,Tidak tertagih dengan resiko tinggi,4291667
965,40896,6,4,"Aceh, 03-10-1965",58,Profesional,Menikah,laki-laki,S1,Retired,4,18000000,4,47833333,14,156,10,176,1,8500000,Diragukan,Tertagih dengan resiko rendah,11958333
966,63865,17,12,"Aceh, 01-07-1985",38,Buruh,Cerai hidup,perempuan,D1,Retired,4,15500000,6,50166667,11,110,8,232,2,5500000,Kurang lancar,Tertagih dengan resiko tinggi,25083333
967,57407,20,14,"Sumatera Barat, 09-03-1972",51,Profesional,Belum menikah,perempuan,SMA,Part-time,1,8700000,2,53666667,12,44,3,447,1,8500000,DPK,Tertagih dengan resiko rendah,13416667
968,7806,1,13,"Jawa Tengah, 29-11-1972",51,Pegawai Negeri,Menikah,perempuan,D1,Retired,3,15500000,5,58000000,5,124,6,203,1,8000000,Diragukan,Tertagih dengan resiko rendah,14500000
969,90274,19,15,"Kepulauan Bangka Belitung, 13-04-1963",60,Buruh,Cerai mati,perempuan,S1,Retired,2,29000000,8,141166667,12,99,4,211,2,12500000,Kurang lancar,Tidak tertagih dengan resiko rendah,70583333
970,87899,11,6,"Sulawesi Utara, 18-10-1982",41,Pegawai Swasta,Menikah,laki-laki,D3,Retired,4,10500000,8,56500000,10,40,2,313,1,8000000,DPK,Tertagih dengan resiko rendah,14125000
971,24501,15,19,"DKI Jakarta, 20-05-1981",42,Pegawai Negeri,Menikah,perempuan,D3,Full-time,3,17500000,4,51166667,8,45,5,299,1,9000000,DPK,Tertagih dengan resiko rendah,12791667
972,58278,5,16,"Sulawesi Barat, 05-04-1979",44,Pengusaha,Menikah,perempuan,D1,Contract,4,5500000,8,54833333,17,17,1,434,1,8500000,DPK,Tertagih dengan resiko rendah,13708333
973,83150,4,4,"Kalimantan Tengah, 27-05-1984",39,Pegawai Negeri,Belum menikah,laki-laki,D2,Retired,4,12500000,9,52500000,10,44,2,265,1,6000000,DPK,Tertagih dengan resiko rendah,13125000
974,18990,2,6,"Papua, 28-09-1976",47,Pegawai Swasta,Cerai hidup,perempuan,S2,Retired,4,13000000,6,57000000,8,152,8,414,2,6000000,Diragukan,Tertagih dengan resiko tinggi,28500000
975,58057,10,6,"Papua, 20-02-1965",58,Profesional,Menikah,perempuan,SMA,Contract,2,10700000,6,62500000,3,96,7,303,4,3500000,Kurang lancar,Tertagih dengan resiko tinggi,62500000
976,23701,4,18,"Kepulauan Riau, 12-08-1960",63,Pegawai Swasta,Cerai hidup,laki-laki,S1,Full-time,4,24000000,5,49333333,20,107,5,408,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,24666667
977,91443,17,3,"Papua Barat, 17-10-1991",32,Pengusaha,Menikah,perempuan,S3,Retired,4,13000000,5,62333333,11,78,4,463,1,5000000,DPK,Tertagih dengan resiko rendah,15583333
978,50316,1,20,"Jawa Barat, 10-12-1961",62,Pengusaha,Menikah,perempuan,D3,Retired,4,18500000,3,76000000,2,87,8,204,1,7000000,DPK,Tertagih dengan resiko tinggi,19000000
979,25994,19,1,"Bengkulu, 15-11-1963",60,Profesional,Menikah,perempuan,D2,Full-time,3,17500000,3,74500000,15,0,0,511,0,7000000,Lancar,Tertagih dengan resiko rendah,0
980,21610,4,9,"Sulawesi Utara, 21-01-1960",63,Pegawai Swasta,Cerai mati,laki-laki,D2,Retired,4,15500000,4,69500000,6,118,8,266,1,8500000,Kurang lancar,Tertagih dengan resiko rendah,17375000
981,60743,1,15,"Sulawesi Tenggara, 16-08-1982",41,Pegawai Swasta,Cerai mati,laki-laki,S1,Retired,3,13000000,6,56333333,10,0,0,409,0,5500000,Lancar,Tertagih dengan resiko rendah,0
982,22829,5,20,"Jawa Barat, 19-01-1975",48,Buruh,Cerai hidup,laki-laki,D3,Retired,4,10500000,7,59666667,15,46,2,220,1,4000000,DPK,Tertagih dengan resiko rendah,14916667
983,47334,2,17,"DKI Jakarta, 14-08-1962",61,Pegawai Negeri,Cerai hidup,perempuan,S1,Full-time,2,29000000,5,139666667,25,8,1,454,0,18500000,DPK,Tidak tertagih dengan resiko rendah,0
984,9275,5,10,"Riau, 09-05-1961",62,Buruh,Menikah,laki-laki,D1,Retired,5,10500000,5,62500000,10,32,2,318,1,5000000,DPK,Tertagih dengan resiko rendah,15625000
985,53079,8,20,"Nusa Tenggara Timur, 30-11-1962",61,Pegawai Swasta,Belum menikah,perempuan,S1,Retired,2,18000000,5,62166667,9,98,6,221,4,7500000,Kurang lancar,Tertagih dengan resiko tinggi,62166667
986,51907,18,16,"Sumatera Barat, 02-02-1961",62,Pegawai Swasta,Cerai mati,laki-laki,S2,Retired,2,18000000,7,50333333,22,57,3,676,1,4500000,DPK,Tertagih dengan resiko rendah,12583333
987,29372,12,9,"Sulawesi Tenggara, 22-04-1978",45,Pegawai Swasta,Cerai mati,laki-laki,D2,Retired,5,18500000,9,74833333,5,118,10,134,2,15500000,Kurang lancar,Tertagih dengan resiko tinggi,37416667
988,51556,11,14,"Jambi, 29-10-1961",62,Buruh,Menikah,laki-laki,D3,Retired,3,10500000,5,59666667,13,32,2,327,1,6000000,DPK,Tertagih dengan resiko rendah,14916667
989,62113,9,2,"Papua, 04-12-1976",47,Buruh,Cerai hidup,perempuan,SD,Internship,2,200000,3,19333333,1,129,9,40,2,9500000,Diragukan,Tidak tertagih dengan resiko tinggi,9666667
990,61339,10,9,"Maluku Utara, 02-11-1962",61,Pegawai Swasta,Cerai mati,perempuan,S1,Retired,2,13000000,9,55166667,4,101,6,437,2,17000000,Kurang lancar,Tertagih dengan resiko tinggi,27583333
991,26901,13,20,"Kepulauan Riau, 10-09-1991",32,Profesional,Belum menikah,perempuan,D1,Full-time,3,22500000,3,65000000,14,74,8,127,1,4000000,DPK,Tertagih dengan resiko rendah,16250000
992,16582,3,1,"DI Yogyakarta, 20-09-1990",33,Profesional,Cerai mati,laki-laki,SD,Not-employed,1,200000,2,23333333,2,99,7,61,4,7000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,23333333
993,76504,4,19,"Maluku Utara, 28-03-1970",53,Pegawai Swasta,Cerai mati,laki-laki,S3,Retired,4,24000000,6,75000000,6,143,7,288,1,1000000,Diragukan,Tertagih dengan resiko tinggi,18750000
