,number_of_dependents,net_income,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,debtor_education_level,aging,loss_reverse
1314,3.0,18500000.0,65666667.0,11.0,101.0,7.0,280.0,2.0,8500000.0,D2,Kurang lancar,32833333.0
1315,3.0,13000000.0,60166667.0,12.0,56.0,3.0,307.0,1.0,10000000.0,S1,DPK,15041667.0
1316,4.0,18500000.0,65833333.0,10.0,35.0,4.0,135.0,0.0,4500000.0,D1,DPK,0.0
1317,3.0,10500000.0,57666667.0,6.0,5.0,1.0,366.0,0.0,9500000.0,D3,DPK,0.0
1318,0.0,10500000.0,60833333.0,14.0,40.0,2.0,218.0,1.0,6000000.0,D1,DPK,15208333.0
1319,5.0,24500000.0,59833333.0,21.0,57.0,3.0,323.0,1.0,7000000.0,D3,DPK,14958333.0
1320,5.0,10500000.0,61000000.0,13.0,13.0,3.0,340.0,0.0,8500000.0,D3,DPK,0.0
1321,2.0,29000000.0,138833333.0,32.0,30.0,3.0,497.0,1.0,6000000.0,S2,DPK,34708333.0
1322,4.0,17500000.0,75833333.0,6.0,81.0,6.0,293.0,2.0,4000000.0,D1,DPK,37916667.0
1323,4.0,18000000.0,50833333.0,14.0,113.0,8.0,213.0,2.0,7000000.0,S3,Kurang lancar,25416667.0
1324,2.0,13000000.0,57666667.0,17.0,13.0,3.0,355.0,0.0,8500000.0,S3,DPK,0.0
1325,4.0,18000000.0,56666667.0,2.0,84.0,6.0,205.0,1.0,5500000.0,S2,DPK,14166667.0
1326,4.0,17500000.0,54333333.0,6.0,137.0,9.0,289.0,2.0,19000000.0,D3,Diragukan,27166667.0
1327,2.0,2600000.0,16666666.999999993,2.0,97.0,6.0,9.0,2.0,14000000.0,SMP,Kurang lancar,8333333.0
1328,3.0,15500000.0,58666667.0,17.0,18.0,1.0,421.0,1.0,8500000.0,D1,DPK,14666667.0
1329,4.0,19000000.0,70000000.0,1.0,89.0,6.0,281.0,1.0,7000000.0,S1,DPK,17500000.0
1330,5.0,22500000.0,54500000.0,7.0,68.0,6.0,139.0,1.0,4000000.0,D3,DPK,13625000.0
1331,0.0,10500000.0,64333333.0,10.0,31.0,3.0,475.0,1.0,9500000.0,D3,DPK,16083333.0
1332,5.0,16500000.0,60166667.0,10.0,89.0,7.0,161.0,1.0,21000000.0,D2,DPK,15041667.0
1333,4.0,19000000.0,59833333.0,14.0,100.0,6.0,234.0,3.0,19000000.0,S1,Kurang lancar,44875000.0
1334,3.0,20500000.0,65333333.0,9.0,58.0,3.0,115.0,1.0,6000000.0,D1,DPK,16333333.0
1335,3.0,19000000.0,66166667.0,11.0,48.0,5.0,182.0,1.0,4500000.0,S2,DPK,16541667.0
1336,4.0,19000000.0,49333333.0,20.0,42.0,4.0,367.0,1.0,8000000.0,S1,DPK,12333333.0
1337,2.0,4700000.0,19500000.0,1.0,135.0,8.0,90.0,3.0,6500000.0,SMA,Diragukan,14625000.0
1338,3.0,13700000.0,56833333.0,10.0,13.0,1.0,233.0,0.0,9000000.0,SMA,DPK,0.0
1339,3.0,16500000.0,67666667.0,23.0,81.0,4.0,552.0,2.0,4500000.0,D3,DPK,33833333.0
1340,2.0,18000000.0,60500000.0,18.0,2.0,1.0,448.0,0.0,8000000.0,S1,DPK,0.0
1341,3.0,19000000.0,59166667.0,15.0,89.0,6.0,555.0,1.0,7000000.0,S1,DPK,14791667.0
1342,3.0,19000000.0,60833333.0,5.0,140.0,9.0,137.0,3.0,20500000.0,S1,Diragukan,45625000.0
1343,3.0,17500000.0,69666667.0,12.0,160.0,8.0,276.0,3.0,6500000.0,D2,Diragukan,52250000.0
1344,5.0,17500000.0,50500000.0,7.0,90.0,9.0,267.0,1.0,10000000.0,D3,DPK,12625000.0
1345,0.0,26500000.0,138666667.0,24.0,26.0,2.0,473.0,1.0,18000000.0,D1,DPK,34666667.0
1346,3.0,18000000.0,62500000.0,9.0,122.0,11.0,115.0,1.0,15000000.0,S3,Diragukan,15625000.0
1347,4.0,10500000.0,58833333.0,12.0,48.0,4.0,256.0,1.0,5000000.0,D2,DPK,14708333.0
1348,3.0,18000000.0,68500000.0,7.0,37.0,5.0,277.0,1.0,6500000.0,S1,DPK,17125000.0
1349,4.0,10500000.0,52666667.0,10.0,83.0,5.0,211.0,1.0,6000000.0,D2,DPK,13166667.0
1350,3.0,20000000.0,59166667.0,4.0,98.0,6.0,123.0,3.0,14500000.0,S1,Kurang lancar,44375000.0
1351,2.0,18000000.0,56833333.0,8.0,140.0,8.0,127.0,2.0,3000000.0,S3,Diragukan,28416667.0
1352,4.0,13000000.0,62666667.0,12.0,52.0,4.0,380.0,1.0,6500000.0,S3,DPK,15666667.0
1353,4.0,22500000.0,59166667.0,1.0,72.0,5.0,278.0,1.0,6000000.0,D1,DPK,14791667.0
1354,3.0,17500000.0,71500000.0,11.0,63.0,6.0,192.0,1.0,6000000.0,D3,DPK,17875000.0
1355,4.0,20500000.0,53500000.0,5.0,125.0,7.0,104.0,3.0,7500000.0,D2,Diragukan,40125000.0
1356,4.0,13000000.0,49333333.0,5.0,23.0,1.0,426.0,1.0,6000000.0,S1,DPK,12333333.0
1357,4.0,27000000.0,137833333.0,20.0,113.0,7.0,314.0,2.0,5000000.0,S1,Kurang lancar,68916667.0
1358,1.0,8700000.0,57833333.0,17.0,3.0,1.0,402.0,0.0,3500000.0,SMA,DPK,0.0
1359,0.0,7700000.0,59666667.0,14.0,66.0,4.0,308.0,1.0,4500000.0,SMA,DPK,14916667.0
1360,0.0,10500000.0,63833333.0,10.0,62.0,3.0,429.0,2.0,4500000.0,D1,DPK,31916667.0
1361,0.0,10500000.0,59666667.0,3.0,96.0,7.0,394.0,1.0,6500000.0,D1,Kurang lancar,14916667.0
1362,2.0,26000000.0,143833333.0,29.0,23.0,2.0,620.0,0.0,8000000.0,S1,DPK,0.0
1363,1.0,15500000.0,61500000.0,4.0,168.0,10.0,149.0,2.0,5500000.0,D3,Diragukan,30750000.0
1364,3.0,19000000.0,75000000.0,16.0,25.0,1.0,593.0,1.0,5500000.0,S1,DPK,18750000.0
1365,3.0,17500000.0,58000000.0,7.0,120.0,7.0,227.0,2.0,6000000.0,D1,Kurang lancar,29000000.0
1366,4.0,13000000.0,56666667.0,1.0,45.0,2.0,416.0,1.0,6500000.0,S2,DPK,14166667.0
1367,4.0,24000000.0,48333333.0,22.0,14.0,1.0,393.0,0.0,17500000.0,S1,DPK,0.0
1368,4.0,10500000.0,59833333.0,2.0,56.0,3.0,285.0,2.0,5500000.0,D1,DPK,29916667.0
1369,2.0,5700000.0,53833333.0,2.0,74.0,7.0,202.0,1.0,8000000.0,SMA,DPK,13458333.0
1370,3.0,18000000.0,62500000.0,19.0,1.0,1.0,415.0,0.0,5000000.0,S2,DPK,0.0
1371,3.0,24000000.0,67833333.0,3.0,164.0,9.0,147.0,4.0,4500000.0,S1,Diragukan,67833333.0
1372,3.0,15500000.0,52000000.0,4.0,104.0,7.0,229.0,1.0,12500000.0,D3,Kurang lancar,13000000.0
1373,4.0,19000000.0,71500000.0,6.0,164.0,9.0,270.0,2.0,8500000.0,S1,Diragukan,35750000.0
1374,4.0,15500000.0,57333333.0,11.0,124.0,9.0,125.0,1.0,8500000.0,D3,Diragukan,14333333.0
1375,0.0,10500000.0,61500000.0,3.0,140.0,7.0,246.0,3.0,10000000.0,D1,Diragukan,46125000.0
1376,3.0,24000000.0,71333333.0,22.0,0.0,0.0,642.0,0.0,8000000.0,S1,Lancar,0.0
1377,4.0,19000000.0,65166667.0,13.0,170.0,9.0,113.0,3.0,6000000.0,S3,Diragukan,48875000.0
1378,4.0,10500000.0,61666667.0,17.0,79.0,5.0,333.0,1.0,3000000.0,D2,DPK,15416667.0
1379,4.0,19000000.0,65666667.0,10.0,125.0,7.0,119.0,2.0,6500000.0,S1,Diragukan,32833333.0
1380,5.0,17500000.0,72833333.0,1.0,63.0,4.0,221.0,2.0,7500000.0,D3,DPK,36416667.0
1381,2.0,26000000.0,139166667.0,32.0,12.0,2.0,405.0,0.0,8000000.0,S1,DPK,0.0
1382,4.0,22500000.0,73833333.0,6.0,97.0,6.0,185.0,2.0,6000000.0,D3,Kurang lancar,36916667.0
1383,5.0,17500000.0,43833333.0,22.0,23.0,2.0,526.0,1.0,7000000.0,D2,DPK,10958333.0
1384,3.0,18000000.0,71500000.0,3.0,48.0,5.0,282.0,1.0,5500000.0,S1,DPK,17875000.0
1385,4.0,10500000.0,54000000.0,3.0,10.999999999999993,2.0,329.0,0.0,14500000.0,D2,DPK,0.0
1386,1.0,13700000.0,52500000.0,3.0,0.0,0.0,348.0,0.0,13000000.0,SMA,Lancar,0.0
1387,3.0,27000000.0,143500000.0,27.0,44.0,2.0,590.0,1.0,4000000.0,S1,DPK,35875000.0
1388,3.0,10500000.0,57833333.0,15.0,31.0,2.0,313.0,1.0,4500000.0,D1,DPK,14458333.0
1389,3.0,17500000.0,66166667.0,15.0,34.0,3.0,601.0,1.0,5000000.0,D3,DPK,16541667.0
1390,3.0,17500000.0,58500000.0,19.0,44.0,4.0,582.0,1.0,4000000.0,D3,DPK,14625000.0
1391,3.0,10500000.0,53166667.0,17.0,30.0,1.0,228.0,1.0,5500000.0,D2,DPK,13291667.0
1392,4.0,15500000.0,81500000.0,10.0,111.0,8.0,247.0,1.0,18500000.0,D3,Kurang lancar,20375000.0
1393,0.0,15500000.0,63000000.0,11.0,145.0,10.0,287.0,3.0,5000000.0,D2,Diragukan,47250000.0
1394,3.0,22500000.0,55000000.0,25.0,3.0,1.0,647.0,0.0,13000000.0,D1,DPK,0.0
1395,4.0,21000000.0,73166667.0,11.0,110.0,7.0,139.0,2.0,18000000.0,S1,Kurang lancar,36583333.0
1396,5.0,10500000.0,60166667.0,10.0,32.0,2.0,333.0,1.0,7500000.0,D3,DPK,15041667.0
1397,4.0,18000000.0,60166667.0,3.0,78.0,6.0,274.0,1.0,13000000.0,S1,DPK,15041667.0
1398,5.0,15500000.0,67666667.0,6.0,101.0,8.0,279.0,2.0,4000000.0,D1,Kurang lancar,33833333.0
1399,4.0,21500000.0,68500000.0,7.0,89.0,9.0,288.0,1.0,11500000.0,D2,DPK,17125000.0
1400,4.0,15500000.0,52333333.0,8.0,106.0,6.0,137.0,1.0,7000000.0,D3,Kurang lancar,13083333.0
1401,4.0,15500000.0,58333333.0,8.0,110.0,8.0,298.0,1.0,6000000.0,D3,Kurang lancar,14583333.0
1402,2.0,13000000.0,61333333.0,2.0,154.0,9.0,431.0,2.0,11000000.0,S1,Diragukan,30666667.0
1403,4.0,27000000.0,136166667.0,12.0,130.0,8.0,406.0,2.0,12000000.0,S2,Diragukan,68083333.0
1404,3.0,17500000.0,62833333.0,25.0,31.0,2.0,440.0,1.0,9000000.0,D2,DPK,15708333.0
1405,3.0,13000000.0,57666667.0,17.0,56.0,4.0,310.0,1.0,14000000.0,S1,DPK,14416667.0
1406,3.0,18500000.0,76333333.0,2.0,126.0,8.0,255.0,1.0,7000000.0,D3,Diragukan,19083333.0
1407,3.0,10500000.0,58000000.0,13.0,45.0,4.0,278.0,1.0,9000000.0,D3,DPK,14500000.0
1408,2.0,13000000.0,56000000.0,11.0,15.0,2.0,449.0,0.0,6000000.0,S2,DPK,0.0
1409,3.0,21000000.0,67666667.0,21.0,0.0,0.0,481.0,0.0,10500000.0,S2,Lancar,0.0
1410,4.0,10500000.0,60333333.0,2.0,50.0,5.0,254.0,1.0,8000000.0,D3,DPK,15083333.0
1411,3.0,15500000.0,73333333.0,23.0,46.0,4.0,450.0,1.0,5500000.0,D3,DPK,18333333.0
1412,4.0,19000000.0,51833333.0,1.0,120.0,7.0,222.0,2.0,9500000.0,S2,Kurang lancar,25916667.0
1413,4.0,19000000.0,63500000.0,10.0,112.0,8.0,295.0,2.0,6500000.0,S1,Kurang lancar,31750000.0
1414,4.0,16500000.0,54000000.0,14.0,65.0,5.0,131.0,1.0,15000000.0,D3,DPK,13500000.0
1415,4.0,13000000.0,58166667.0,2.0,36.0,2.0,364.0,1.0,7500000.0,S1,DPK,14541667.0
1416,3.0,10500000.0,52833333.0,8.0,62.0,4.0,306.0,1.0,16000000.0,D3,DPK,13208333.0
1417,3.0,17500000.0,62500000.0,5.0,101.0,9.0,118.0,2.0,5500000.0,D3,Kurang lancar,31250000.0
1418,3.0,13000000.0,57166667.0,9.0,52.0,3.0,494.0,1.0,9500000.0,S1,DPK,14291667.0
1419,4.0,17500000.0,65500000.0,1.0,152.0,8.0,126.0,2.0,14500000.0,D3,Diragukan,32750000.0
1420,4.0,13000000.0,64166667.0,9.0,67.0,6.0,300.0,1.0,6000000.0,S1,DPK,16041667.0
1421,3.0,10500000.0,63666667.0,11.0,16.0,1.0,208.0,1.0,8500000.0,D3,DPK,15916667.0
1422,3.0,22500000.0,61833333.0,8.0,73.0,6.0,137.0,1.0,8500000.0,D1,DPK,15458333.0
1423,3.0,18000000.0,68500000.0,5.0,95.0,8.0,260.0,1.0,5500000.0,S1,Kurang lancar,17125000.0
1424,3.0,13000000.0,55833333.0,14.0,19.0,1.0,350.0,1.0,10000000.0,S1,DPK,13958333.0
1425,2.0,26000000.0,136166667.0,29.0,56.0,5.0,596.0,1.0,8500000.0,S2,DPK,34041667.0
1426,4.0,21500000.0,69333333.0,5.0,133.0,9.0,249.0,4.0,4000000.0,D2,Diragukan,69333333.0
1427,2.0,13000000.0,57833333.0,10.0,0.0,0.0,349.0,0.0,7000000.0,S3,Lancar,0.0
1428,4.0,24000000.0,73500000.0,9.0,56.0,7.0,231.0,1.0,3500000.0,S1,DPK,18375000.0
1429,1.0,10700000.0,53333333.0,9.0,74.0,4.0,294.0,2.0,5500000.0,SMA,DPK,26666667.0
1430,3.0,17500000.0,55500000.0,23.0,30.0,1.0,546.0,1.0,19500000.0,D3,DPK,13875000.0
1431,3.0,24000000.0,79166667.0,18.0,88.0,4.0,552.0,2.0,4500000.0,S1,DPK,39583333.0
1432,2.0,13000000.0,58666667.0,12.0,94.0,4.0,434.0,2.0,7000000.0,S1,Kurang lancar,29333333.0
1433,3.0,15500000.0,61500000.0,24.0,24.0,2.0,430.0,1.0,7500000.0,D3,DPK,15375000.0
1434,4.0,13000000.0,63333333.0,13.0,40.0,2.0,418.0,1.0,9000000.0,S1,DPK,15833333.0
1435,4.0,18500000.0,68000000.0,3.0,77.0,5.0,299.0,1.0,9000000.0,D3,DPK,17000000.0
1436,3.0,15500000.0,56000000.0,22.0,28.0,1.0,477.0,1.0,12500000.0,D2,DPK,14000000.0
1437,3.0,17500000.0,65666667.0,19.0,56.0,2.0,676.0,2.0,4500000.0,D3,DPK,32833333.0
1438,2.0,21000000.0,70166667.0,13.0,92.0,8.0,227.0,1.0,8500000.0,S2,Kurang lancar,17541667.0
1439,2.0,4040000.0,20333333.0,2.0,158.0,7.0,40.0,2.0,4500000.0,SMP,Diragukan,10166667.0
1440,1.0,5700000.0,54833333.0,3.0,72.0,4.0,443.0,1.0,4500000.0,SMA,DPK,13708333.0
1441,0.0,10500000.0,60333333.0,6.0,4.0,1.0,435.0,0.0,19000000.0,D3,DPK,0.0
1442,3.0,13000000.0,57500000.0,8.0,0.0,0.0,328.0,0.0,17500000.0,S1,Lancar,0.0
1443,3.0,10500000.0,57666667.0,10.0,49.0,2.0,387.0,1.0,3000000.0,D1,DPK,14416667.0
1444,4.0,10500000.0,61666667.0,9.0,51.0,5.0,231.0,0.0,9000000.0,D3,DPK,0.0
1445,3.0,22500000.0,67000000.0,22.0,42.0,3.0,450.0,1.0,6000000.0,D3,DPK,16750000.0
1446,3.0,17500000.0,65000000.0,13.0,103.0,6.0,180.0,1.0,9000000.0,D2,Kurang lancar,16250000.0
1447,0.0,24500000.0,66666667.0,23.0,0.0,0.0,534.0,0.0,8000000.0,D1,Lancar,0.0
1448,3.0,10500000.0,58500000.0,9.0,88.0,3.0,273.0,2.0,8500000.0,D3,DPK,29250000.0
1449,3.0,10500000.0,57166667.0,18.0,18.0,2.0,303.0,1.0,5000000.0,D2,DPK,14291667.0
1450,3.0,13000000.0,56000000.0,16.0,74.0,4.0,432.0,1.0,12500000.0,S2,DPK,14000000.0
1451,4.0,10500000.0,58000000.0,2.0,0.0,0.0,366.0,0.0,9000000.0,D3,Lancar,0.0
1452,3.0,25500000.0,138333333.0,27.0,18.0,1.0,557.0,1.0,7500000.0,D2,DPK,34583333.0
1453,2.0,8700000.0,60000000.0,11.0,71.0,4.0,369.0,1.0,5500000.0,SMA,DPK,15000000.0
1454,4.0,10500000.0,55833333.0,12.0,34.0,2.0,351.0,1.0,9500000.0,D3,DPK,13958333.0
1455,1.0,4700000.0,19500000.0,2.0,125.0,6.0,75.0,4.0,9000000.0,SMA,Diragukan,19500000.0
1456,4.0,20000000.0,63166667.0,8.0,172.0,7.0,258.0,3.0,7000000.0,S1,Diragukan,47375000.0
1457,4.0,13000000.0,60333333.0,5.0,14.0,2.0,359.0,0.0,12500000.0,S1,DPK,0.0
1458,3.0,22500000.0,54166667.0,22.0,19.0,2.0,547.0,1.0,9500000.0,D1,DPK,13541667.0
1459,4.0,18500000.0,68166667.0,6.0,45.0,4.0,243.0,1.0,8500000.0,D2,DPK,17041667.0
1460,5.0,10500000.0,50500000.0,16.0,13.0,1.0,270.0,0.0,25000000.0,D1,DPK,0.0
1461,5.0,17500000.0,61666667.0,15.0,71.0,3.0,555.0,1.0,4500000.0,D1,DPK,15416667.0
1462,3.0,27000000.0,140333333.0,30.0,27.0,3.0,467.0,0.0,8500000.0,S2,DPK,0.0
1463,2.0,21000000.0,81000000.0,5.0,164.0,8.0,247.0,3.0,19500000.0,S2,Diragukan,60750000.0
1464,1.0,4040000.0,19833333.0,1.0,154.0,11.0,72.99999999999997,2.0,5000000.0,SMP,Diragukan,9916667.0
1465,4.0,15500000.0,65166667.0,7.0,119.0,8.0,120.0,2.0,7000000.0,D3,Kurang lancar,32583333.0
1466,3.0,10500000.0,60666667.0,14.0,27.0,1.0,261.0,1.0,14500000.0,D2,DPK,15166667.0
1467,4.0,14700000.0,57833333.0,11.0,9.0,1.0,245.0,0.0,14000000.0,SMA,DPK,0.0
1468,4.0,17500000.0,67500000.0,11.0,131.0,7.0,216.0,2.0,8500000.0,D1,Diragukan,33750000.0
1469,2.0,31500000.0,143500000.0,27.0,94.0,5.0,439.0,2.0,31500000.0,D1,Kurang lancar,71750000.0
1470,5.0,17500000.0,61000000.0,14.0,67.0,4.0,105.0,2.0,10000000.0,D1,DPK,30500000.0
1471,3.0,18000000.0,54000000.0,24.0,74.0,4.0,515.0,1.0,5000000.0,S1,DPK,13500000.0
1472,3.0,10500000.0,55666667.0,8.0,143.0,7.0,275.0,3.0,9000000.0,D1,Diragukan,41750000.0
1473,3.0,10700000.0,55000000.0,3.0,93.0,7.0,333.0,1.0,6000000.0,SMA,Kurang lancar,13750000.0
1474,1.0,10500000.0,59500000.0,9.0,73.0,7.0,476.0,1.0,17500000.0,D1,DPK,14875000.0
1475,4.0,25500000.0,138833333.0,1.0,131.0,8.0,172.0,3.0,11000000.0,D3,Diragukan,104125000.0
1476,1.0,10500000.0,60833333.0,15.0,23.0,2.0,310.0,0.0,16500000.0,D1,DPK,0.0
1477,4.0,17500000.0,59333333.0,13.0,118.0,9.0,269.0,2.0,9000000.0,D3,Kurang lancar,29666667.0
1478,3.0,18000000.0,60500000.0,7.0,126.0,9.0,191.0,1.0,6000000.0,S1,Diragukan,15125000.0
1479,3.0,13000000.0,61000000.0,1.0,78.0,4.0,484.0,1.0,7000000.0,S2,DPK,15250000.0
1480,4.0,22000000.0,52166667.0,16.0,16.0,4.0,371.0,0.0,5000000.0,S3,DPK,0.0
1481,4.0,21000000.0,57000000.0,7.0,100.0,7.0,256.0,1.0,6000000.0,S1,Kurang lancar,14250000.0
1482,1.0,23000000.0,44000000.0,24.0,49.0,4.0,324.0,1.0,5000000.0,S1,DPK,11000000.0
1483,3.0,17500000.0,55333333.0,17.0,30.0,2.0,662.0,1.0,7500000.0,D3,DPK,13833333.0
1484,4.0,22000000.0,59833333.0,25.0,54.0,2.0,585.0,1.0,3500000.0,S1,DPK,14958333.0
1485,3.0,23000000.0,54833333.0,21.0,49.0,3.0,458.0,1.0,8000000.0,S1,DPK,13708333.0
1486,5.0,10500000.0,61166667.0,15.0,23.0,2.0,219.0,0.0,14000000.0,D3,DPK,0.0
1487,3.0,15500000.0,51333333.0,22.0,42.0,3.0,410.0,1.0,9500000.0,D1,DPK,12833333.0
1488,3.0,10700000.0,62666667.0,2.0,65.0,3.0,241.0,1.0,8000000.0,SMA,DPK,15666667.0
1489,3.0,19000000.0,72333333.0,17.0,102.0,5.0,476.0,2.0,17500000.0,S1,Kurang lancar,36166667.0
1490,3.0,10500000.0,55333333.0,10.0,40.0,2.0,248.0,1.0,10000000.0,D1,DPK,13833333.0
1491,2.0,13000000.0,59166667.0,12.0,0.0,0.0,388.0,0.0,10000000.0,S3,Lancar,0.0
1492,3.0,10500000.0,60166667.0,11.0,46.0,2.0,385.0,1.0,9000000.0,D3,DPK,15041667.0
1493,4.0,13000000.0,62333333.0,10.0,63.0,5.0,323.0,0.0,15000000.0,S1,DPK,0.0
1494,4.0,18000000.0,82833333.0,11.0,128.0,7.0,190.0,2.0,5500000.0,S1,Diragukan,41416667.0
1495,3.0,17500000.0,59000000.0,21.0,19.999999999999993,2.0,429.0,0.0,10500000.0,D2,DPK,0.0
1496,2.0,9700000.0,58833333.0,1.0,25.0,1.0,397.0,1.0,7500000.0,SMA,DPK,14708333.0
1497,4.0,18500000.0,61166667.0,6.0,111.0,8.0,219.0,1.0,6000000.0,D1,Kurang lancar,15291667.0
1498,2.0,6700000.0,52500000.0,16.0,81.0,4.0,301.0,2.0,6000000.0,SMA,DPK,26250000.0
1499,2.0,26000000.0,136333333.0,27.0,12.0,1.0,585.0,0.0,9000000.0,S2,DPK,0.0
1500,4.0,10500000.0,59833333.0,5.0,45.0,3.0,315.0,1.0,6500000.0,D2,DPK,14958333.0
1501,1.0,9700000.0,59666667.0,10.0,2.0,1.0,442.0,0.0,15500000.0,SMA,DPK,0.0
1502,3.0,18000000.0,67666667.0,3.0,134.0,8.0,279.0,1.0,4000000.0,S1,Diragukan,16916667.0
1503,1.0,9700000.0,59833333.0,14.0,36.0,2.0,327.0,2.0,6500000.0,SMA,DPK,29916667.0
1504,2.0,18000000.0,59000000.0,18.0,97.0,4.0,522.0,2.0,8000000.0,S1,Kurang lancar,29500000.0
1505,2.0,13000000.0,58833333.0,9.0,24.0,1.0,498.0,1.0,12000000.0,S2,DPK,14708333.0
1506,0.0,15500000.0,77666667.0,18.0,18.0,2.0,494.0,1.0,5500000.0,D2,DPK,19416667.0
1507,4.0,10500000.0,57000000.0,6.0,51.0,4.0,269.0,1.0,8500000.0,D2,DPK,14250000.0
1508,4.0,18000000.0,57666667.0,12.0,164.0,9.0,157.0,2.0,4500000.0,S2,Diragukan,28833333.0
1509,5.0,10500000.0,58666667.0,3.0,83.0,6.0,225.0,1.0,6500000.0,D3,DPK,14666667.0
1510,2.0,10500000.0,62666667.0,19.0,55.0,4.0,281.0,2.0,8000000.0,D1,DPK,31333333.0
1511,3.0,13000000.0,59833333.0,10.0,55.0,3.0,357.0,1.0,4500000.0,S2,DPK,14958333.0
1512,2.0,26000000.0,145500000.0,26.0,44.0,2.0,673.0,1.0,12000000.0,S1,DPK,36375000.0
1513,3.0,19000000.0,67833333.0,6.0,175.0,10.0,203.0,2.0,9000000.0,S1,Diragukan,33916667.0
1514,3.0,10500000.0,64166667.0,11.0,28.0,2.0,257.0,1.0,7000000.0,D3,DPK,16041667.0
1515,3.0,13000000.0,67000000.0,9.0,52.0,3.0,397.0,1.0,5000000.0,S2,DPK,16750000.0
1516,5.0,15500000.0,73833333.0,4.0,85.0,6.0,138.0,1.0,4500000.0,D3,DPK,18458333.0
1517,2.0,8700000.0,57833333.0,18.0,54.0,3.0,315.0,1.0,7500000.0,SMA,DPK,14458333.0
1518,5.0,17500000.0,72833333.0,9.0,114.0,9.0,296.0,1.0,10500000.0,D3,Kurang lancar,18208333.0
1519,2.0,20000000.0,62666667.0,17.0,49.0,3.0,566.0,1.0,4000000.0,S2,DPK,15666667.0
1520,4.0,15500000.0,57166667.0,3.0,75.0,6.0,134.0,1.0,6500000.0,D3,DPK,14291667.0
1521,3.0,17500000.0,78500000.0,14.0,96.0,5.0,288.0,2.0,6000000.0,D1,Kurang lancar,39250000.0
1522,0.0,10700000.0,63333333.0,14.0,26.0,1.0,310.0,1.0,6000000.0,SMA,DPK,15833333.0
1523,3.0,24000000.0,72500000.0,23.0,69.0,4.0,546.0,1.0,7500000.0,S1,DPK,18125000.0
1524,4.0,19000000.0,67000000.0,1.0,204.0,10.0,238.0,3.0,5000000.0,S1,Macet,50250000.0
1525,3.0,14500000.0,58666667.0,14.0,7.000000000000007,1.0,339.0,0.0,17500000.0,D2,DPK,0.0
1526,2.0,18000000.0,60000000.0,24.0,19.999999999999993,2.0,654.0,1.0,5000000.0,S2,DPK,15000000.0
1527,4.0,13000000.0,59833333.0,10.0,112.0,7.0,391.0,3.0,8000000.0,S2,Kurang lancar,44875000.0
1528,3.0,22500000.0,69500000.0,22.0,64.0,3.0,562.0,1.0,4500000.0,D1,DPK,17375000.0
1529,4.0,10500000.0,59833333.0,10.0,43.0,4.0,268.0,1.0,9500000.0,D3,DPK,14958333.0
1530,5.0,10500000.0,55666667.0,11.0,55.0,3.0,293.0,1.0,6000000.0,D2,DPK,13916667.0
1531,4.0,18000000.0,62833333.0,9.0,100.0,6.0,184.0,1.0,9000000.0,S2,Kurang lancar,15708333.0
1532,4.0,10500000.0,66666667.0,2.0,92.0,6.0,301.0,2.0,19500000.0,D3,Kurang lancar,33333333.0
1533,1.0,10500000.0,52500000.0,7.0,46.0,2.0,305.0,1.0,5500000.0,D1,DPK,13125000.0
1534,0.0,21500000.0,67000000.0,20.0,19.0,1.0,547.0,1.0,18500000.0,D1,DPK,16750000.0
1535,2.0,11700000.0,58666667.0,9.0,109.0,5.0,384.0,1.0,8000000.0,SMA,Kurang lancar,14666667.0
1536,2.0,25000000.0,137833333.0,26.0,46.0,3.0,603.0,1.0,4000000.0,S1,DPK,34458333.0
1537,3.0,15500000.0,70000000.0,16.0,33.0,2.0,527.0,1.0,5500000.0,D3,DPK,17500000.0
1538,4.0,15500000.0,62000000.0,4.0,151.0,8.0,217.0,2.0,6500000.0,D3,Diragukan,31000000.0
1539,3.0,15500000.0,82833333.0,15.0,51.0,3.0,430.0,1.0,4000000.0,D3,DPK,20708333.0
1540,1.0,2600000.0,21666667.0,1.0,108.0,8.0,64.0,1.0,13500000.0,SD,Kurang lancar,5416667.0
1541,4.0,18000000.0,43833333.0,13.0,106.0,7.0,131.0,3.0,7000000.0,S1,Kurang lancar,32875000.0
1542,3.0,19000000.0,38166667.0,1.0,103.0,6.0,107.0,2.0,19000000.0,S1,Kurang lancar,19083333.0
1543,0.0,26500000.0,138333333.0,25.0,18.0,1.0,559.0,1.0,8500000.0,D3,DPK,34583333.0
1544,4.0,10500000.0,58500000.0,6.0,65.0,3.0,217.0,1.0,4500000.0,D3,DPK,14625000.0
1545,3.0,26500000.0,131000000.0,25.0,19.0,1.0,561.0,1.0,7000000.0,D3,DPK,32750000.0
1546,2.0,21000000.0,54000000.0,15.0,74.0,6.0,552.0,1.0,4000000.0,S1,DPK,13500000.0
1547,0.0,10500000.0,60666667.0,13.0,7.000000000000007,1.0,367.0,0.0,13500000.0,D3,DPK,0.0
1548,3.0,18500000.0,59333333.0,24.0,99.0,5.0,690.0,1.0,3000000.0,D3,Kurang lancar,14833333.0
1549,1.0,27500000.0,137666667.0,24.0,0.0,0.0,499.0,0.0,14000000.0,D1,Lancar,0.0
