,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
1232,Pria,50,S1,Sudah menikah,Retired,4,19000000.0,2023-09-14,15458333.333333334,9500000,5650000,107,8,Tidak tertagih,102,1,4500000,15458333.333333334,Kurang lancar
1233,Pria,66,S2,Sudah menikah,Retired,3,13000000.0,2023-06-26,13333333.333333334,5000000,2600000,52,3,Tertagih,369,1,4000000,13333333.333333334,DPK
1234,Pria,19,SMA,Belum menikah,Contract,2,11700000.0,2023-01-08,14666666.666666666,16000000,9900000,37,2,Tertagih,292,1,12500000,14666666.666666666,DPK
1235,Pria,30,D3,Belum menikah,Full-time,2,24500000.0,2023-03-04,19625000.0,27000000,18400000,80,7,Tidak tertagih,118,1,13500000,19625000.0,DPK
1236,Wanita,57,D2,Sudah menikah,Retired,4,18500000.0,2023-09-11,14125000.0,29500000,16350000,44,4,Tidak tertagih,113,1,9000000,14125000.0,DPK
1237,Wanita,26,D1,Belum menikah,Contract,0,10500000.0,2023-04-03,16125000.0,10000000,9400000,67,4,Tertagih,480,3,5000000,48375000.0,DPK
1238,Pria,30,D1,Belum menikah,Full-time,0,19500000.0,2023-04-16,16666666.666666666,18500000,17850000,143,9,Tidak tertagih,236,2,7500000,33333333.33333333,Diragukan
1239,Wanita,71,D2,Sudah menikah,Retired,4,15500000.0,2023-01-01,16750000.0,10500000,6250000,103,6,Tidak tertagih,283,2,4500000,33500000.0,Kurang lancar
1240,Pria,50,S3,Sudah menikah,Retired,4,20000000.0,2023-05-01,14875000.0,1000000,800000,44,5,Tidak tertagih,167,1,8000000,14875000.0,DPK
1241,Wanita,60,D3,Sudah menikah,Retired,5,15500000.0,2023-08-18,15333333.333333334,3500000,3250000,115,8,Tidak tertagih,116,2,13000000,30666666.666666668,Kurang lancar
1242,Wanita,80,S2,Sudah menikah,Retired,2,13000000.0,2023-09-20,16250000.0,12000000,10400000,132,8,Tidak tertagih,391,2,9000000,32500000.0,Diragukan
1243,Wanita,72,D2,Sudah menikah,Retired,3,15500000.0,2023-05-21,16541666.666666666,2500000,2150000,100,7,Tidak tertagih,164,2,8500000,33083333.33333333,Kurang lancar
1244,Wanita,70,S1,Sudah menikah,Retired,4,22000000.0,2023-02-04,16333333.333333334,13000000,10200000,77,5,Tidak tertagih,145,1,9500000,16333333.333333334,DPK
1245,Pria,23,D2,Belum menikah,Full-time,0,15500000.0,2023-04-17,14791666.666666666,21500000,20650000,103,7,Tidak tertagih,223,2,9000000,29583333.33333333,Kurang lancar
1246,Pria,31,D1,Belum menikah,Full-time,0,26500000.0,2023-08-17,35208333.333333336,32500000,24850000,72,4,Tertagih,458,2,3000000,70416666.66666667,DPK
1247,Wanita,57,D1,Sudah menikah,Retired,3,18500000.0,2023-01-14,15458333.333333334,19000000,18000000,17,2,Tertagih,490,1,6000000,15458333.333333334,DPK
1248,Pria,61,S2,Sudah menikah,Retired,2,13000000.0,2023-03-26,14708333.333333334,17500000,13050000,84,5,Tidak tertagih,498,1,5500000,14708333.333333334,DPK
1249,Wanita,69,D3,Sudah menikah,Retired,4,18500000.0,2023-01-04,17125000.0,17000000,9400000,120,8,Tidak tertagih,109,1,6500000,17125000.0,Kurang lancar
1250,Wanita,74,S3,Sudah menikah,Retired,3,18000000.0,2023-07-01,14958333.333333334,29500000,29450000,68,6,Tidak tertagih,205,1,8000000,14958333.333333334,DPK
1251,Pria,35,S2,Sudah menikah,Full-time,4,19000000.0,2023-09-17,16541666.666666666,15500000,9250000,127,8,Tidak tertagih,249,2,11500000,33083333.33333333,Diragukan
1252,Wanita,64,D3,Sudah menikah,Retired,4,15500000.0,2023-09-15,14833333.333333334,28000000,17900000,55,5,Tidak tertagih,151,1,16000000,14833333.333333334,DPK
1253,Pria,80,S1,Sudah menikah,Retired,2,13000000.0,2023-08-19,13375000.0,10500000,6950000,13,1,Tidak tertagih,435,0,9500000,0.0,DPK
1254,Pria,30,D1,Belum menikah,Full-time,0,19500000.0,2023-02-21,15000000.0,11000000,8200000,32,2,Tertagih,695,1,7500000,15000000.0,DPK
1255,Wanita,51,D1,Sudah menikah,Retired,4,10500000.0,2023-09-19,14916666.666666666,14000000,8200000,4,1,Tertagih,308,0,4500000,0.0,DPK
1256,Wanita,73,S2,Sudah menikah,Retired,2,13000000.0,2023-07-01,14500000.0,8000000,4200000,118,9,Tidak tertagih,322,1,9000000,14500000.0,Kurang lancar
1257,Pria,69,D3,Sudah menikah,Retired,4,10500000.0,2023-06-30,15250000.0,6500000,5750000,19,3,Tertagih,252,1,4000000,15250000.0,DPK
1258,Pria,36,S2,Sudah menikah,Full-time,4,19000000.0,2023-09-17,14500000.0,26500000,26250000,146,9,Tidak tertagih,128,1,8000000,14500000.0,Diragukan
1259,Wanita,61,S2,Sudah menikah,Retired,4,21000000.0,2023-08-23,18125000.0,6500000,5350000,114,8,Tidak tertagih,141,1,16000000,18125000.0,Kurang lancar
1260,Pria,44,D1,Sudah menikah,Full-time,4,17500000.0,2023-08-03,17083333.333333332,1500000,1350000,154,8,Tidak tertagih,249,2,6500000,34166666.666666664,Diragukan
1261,Pria,27,D1,Belum menikah,Full-time,1,15500000.0,2023-03-14,22583333.33333333,4500000,3150000,25,1,Tertagih,404,1,9500000,22583333.33333333,DPK
1262,Pria,21,SMA,Belum menikah,Contract,1,13700000.0,2023-04-05,14250000.0,14500000,13450000,56,3,Tertagih,355,1,5000000,14250000.0,DPK
1263,Wanita,60,S1,Sudah menikah,Retired,2,13000000.0,2023-08-10,14833333.333333334,8000000,4700000,91,6,Tidak tertagih,313,1,8000000,14833333.333333334,Kurang lancar
1264,Pria,27,D2,Belum menikah,Contract,0,18500000.0,2023-09-20,15708333.333333334,21000000,17000000,65,4,Tertagih,487,1,6000000,15708333.333333334,DPK
1265,Wanita,56,S2,Sudah menikah,Retired,2,18000000.0,2023-04-06,11250000.0,18000000,12800000,107,6,Tidak tertagih,238,4,7500000,45000000.0,Kurang lancar
1266,Pria,43,D3,Sudah menikah,Full-time,5,17500000.0,2023-04-20,19750000.0,24000000,15000000,146,9,Tidak tertagih,202,2,17500000,39500000.0,Diragukan
1267,Pria,41,S1,Sudah menikah,Full-time,3,19000000.0,2023-09-22,13458333.333333334,13000000,7700000,123,8,Tidak tertagih,145,2,8000000,26916666.666666668,Diragukan
1268,Pria,35,D1,Sudah menikah,Full-time,3,22500000.0,2023-06-27,20041666.666666668,17500000,10650000,74,4,Tidak tertagih,193,1,4500000,20041666.666666668,DPK
1269,Wanita,65,D3,Sudah menikah,Retired,3,18500000.0,2023-04-16,18791666.666666668,9500000,9350000,39,3,Tertagih,465,1,11000000,18791666.666666668,DPK
1270,Pria,41,S1,Sudah menikah,Full-time,4,19000000.0,2023-04-08,12208333.333333334,23500000,22150000,37,3,Tertagih,327,1,5000000,12208333.333333334,DPK
1271,Pria,40,S1,Sudah menikah,Full-time,3,19000000.0,2023-06-04,15333333.333333334,25500000,12950000,58,5,Tidak tertagih,211,1,9500000,15333333.333333334,DPK
1272,Pria,38,S1,Sudah menikah,Full-time,4,19000000.0,2023-08-03,13500000.0,3000000,2900000,107,8,Tidak tertagih,111,2,4000000,27000000.0,Kurang lancar
1273,Pria,34,D2,Sudah menikah,Full-time,3,17500000.0,2023-01-01,12500000.0,8500000,4950000,30,1,Tertagih,437,1,7500000,12500000.0,DPK
1274,Pria,37,S1,Sudah menikah,Full-time,3,24000000.0,2023-01-22,15166666.666666666,9000000,7200000,37,2,Tertagih,554,1,11000000,15166666.666666666,DPK
1275,Pria,59,S1,Sudah menikah,Retired,4,13000000.0,2023-03-19,14541666.666666666,9000000,4600000,27,1,Tertagih,319,1,7500000,14541666.666666666,DPK
1276,Pria,53,S2,Sudah menikah,Retired,3,13000000.0,2023-05-27,15583333.333333334,12500000,11850000,35,2,Tertagih,469,1,8500000,15583333.333333334,DPK
1277,Pria,22,SMA,Belum menikah,Contract,1,7700000.0,2023-07-25,14541666.666666666,4500000,3450000,75,4,Tidak tertagih,394,1,7500000,14541666.666666666,DPK
1278,Wanita,58,D3,Sudah menikah,Retired,4,10500000.0,2023-04-12,14833333.333333334,13000000,12800000,78,4,Tidak tertagih,381,2,15000000,29666666.666666668,DPK
1279,Wanita,69,D3,Sudah menikah,Retired,5,15500000.0,2023-08-17,15250000.0,8500000,7150000,75,5,Tidak tertagih,159,1,12000000,15250000.0,DPK
1280,Wanita,61,D1,Sudah menikah,Retired,4,10500000.0,2023-07-14,15333333.333333334,9000000,8800000,56,3,Tertagih,262,2,8000000,30666666.666666668,DPK
1281,Wanita,71,D2,Sudah menikah,Retired,4,15500000.0,2023-03-08,21958333.33333333,17500000,12750000,81,5,Tidak tertagih,161,2,7000000,43916666.66666666,DPK
1282,Pria,32,D3,Sudah menikah,Full-time,5,17500000.0,2023-01-17,14916666.666666666,4000000,3700000,64,7,Tidak tertagih,248,1,8000000,14916666.666666666,DPK
1283,Pria,38,S2,Sudah menikah,Contract,2,21000000.0,2023-09-15,14875000.0,7000000,3500000,19,1,Tertagih,402,1,6500000,14875000.0,DPK
1284,Pria,38,S2,Sudah menikah,Full-time,2,29000000.0,2023-04-13,34208333.333333336,30000000,22900000,62,3,Tertagih,595,2,13000000,68416666.66666667,DPK
1285,Pria,64,D3,Sudah menikah,Retired,5,10500000.0,2023-08-16,14333333.333333334,15000000,10600000,138,7,Tidak tertagih,253,4,9500000,57333333.333333336,Diragukan
1286,Pria,25,D1,Belum menikah,Contract,0,10500000.0,2023-01-24,14000000.0,14000000,9700000,26,2,Tidak tertagih,377,1,12000000,14000000.0,DPK
1287,Wanita,74,S1,Sudah menikah,Retired,4,13000000.0,2023-05-25,15458333.333333334,4000000,2900000,132,7,Tidak tertagih,357,3,7000000,46375000.0,Diragukan
1288,Pria,41,S1,Sudah menikah,Full-time,4,19000000.0,2023-07-14,17250000.0,1000000,700000,73,4,Tidak tertagih,168,2,19000000,34500000.0,DPK
1289,Wanita,56,D2,Sudah menikah,Retired,4,14500000.0,2023-04-14,14250000.0,6500000,5350000,64,3,Tidak tertagih,383,2,18000000,28500000.0,DPK
1290,Pria,29,D1,Belum menikah,Contract,0,21500000.0,2023-09-19,11500000.0,5000000,4900000,77,4,Tertagih,380,1,6000000,11500000.0,DPK
1291,Pria,26,SMA,Belum menikah,Contract,3,6700000.0,2023-06-16,15791666.666666666,12000000,11100000,59,4,Tertagih,285,1,7000000,15791666.666666666,DPK
1292,Wanita,68,S1,Sudah menikah,Retired,2,18000000.0,2023-01-08,11166666.666666666,7500000,4350000,60,3,Tertagih,554,1,5500000,11166666.666666666,DPK
1293,Pria,43,S1,Sudah menikah,Full-time,3,24000000.0,2023-07-25,13583333.333333334,9000000,5200000,29,2,Tertagih,669,1,5500000,13583333.333333334,DPK
1294,Wanita,72,S1,Sudah menikah,Retired,4,18000000.0,2023-06-19,15833333.333333334,10500000,5650000,145,11,Tidak tertagih,272,3,6500000,47500000.0,Diragukan
1295,Pria,45,S1,Sudah menikah,Contract,2,21000000.0,2023-06-18,17375000.0,11000000,9900000,34,3,Tertagih,538,1,5500000,17375000.0,DPK
1296,Pria,24,D1,Belum menikah,Contract,0,10500000.0,2023-07-25,15250000.0,10000000,9500000,51,2,Tertagih,467,1,4500000,15250000.0,DPK
1297,Wanita,73,D3,Sudah menikah,Retired,4,10500000.0,2023-03-12,14500000.0,9000000,4500000,35,3,Tertagih,342,1,10000000,14500000.0,DPK
1298,Pria,54,S1,Sudah menikah,Retired,3,13000000.0,2023-06-26,13916666.666666666,19000000,10600000,39,2,Tertagih,386,1,10500000,13916666.666666666,DPK
1299,Pria,56,S1,Sudah menikah,Retired,4,13000000.0,2023-07-29,15333333.333333334,10000000,8200000,42,2,Tidak tertagih,487,1,13500000,15333333.333333334,DPK
1300,Pria,25,D3,Belum menikah,Contract,1,10500000.0,2023-06-19,13166666.666666666,11500000,9550000,50,3,Tertagih,395,2,12000000,26333333.33333333,DPK
1301,Pria,70,S1,Sudah menikah,Retired,4,13000000.0,2023-04-25,15291666.666666666,9000000,5600000,46,3,Tertagih,453,1,6000000,15291666.666666666,DPK
1302,Pria,38,S2,Sudah menikah,Full-time,2,29000000.0,2023-03-14,34375000.0,38500000,36050000,28,2,Tertagih,452,1,4000000,34375000.0,DPK
1303,Pria,43,S1,Sudah menikah,Full-time,2,21000000.0,2023-07-05,16958333.333333332,16000000,13000000,86,9,Tidak tertagih,165,1,4500000,16958333.333333332,DPK
1304,Pria,35,D3,Sudah menikah,Contract,4,17500000.0,2023-08-28,13166666.666666666,21500000,13850000,22,1,Tertagih,354,1,8000000,13166666.666666666,DPK
1305,Pria,23,D1,Belum menikah,Contract,1,10500000.0,2023-09-17,15333333.333333334,4000000,3400000,26,2,Tidak tertagih,293,1,9000000,15333333.333333334,DPK
1306,Pria,21,SMA,Belum menikah,Contract,1,10700000.0,2023-05-28,15750000.0,10000000,6100000,82,6,Tidak tertagih,409,1,6500000,15750000.0,DPK
1307,Wanita,77,D1,Sudah menikah,Retired,5,15500000.0,2023-01-02,15500000.0,20500000,10250000,70,5,Tidak tertagih,287,1,10000000,15500000.0,DPK
1308,Pria,62,S2,Sudah menikah,Retired,4,13000000.0,2023-08-08,14333333.333333334,10500000,6550000,54,4,Tidak tertagih,396,1,8000000,14333333.333333334,DPK
1309,Pria,71,D3,Sudah menikah,Retired,3,10500000.0,2023-04-06,16500000.0,13500000,11050000,16,1,Tertagih,305,1,10500000,16500000.0,DPK
1310,Wanita,66,D3,Sudah menikah,Retired,3,15500000.0,2023-02-03,16500000.0,14000000,12200000,16,1,Tertagih,640,1,6000000,16500000.0,DPK
1311,Wanita,79,S1,Sudah menikah,Retired,4,18000000.0,2023-04-01,16666666.666666666,27000000,18600000,177,9,Tidak tertagih,262,3,6500000,50000000.0,Diragukan
1312,Pria,72,S3,Sudah menikah,Retired,3,13000000.0,2023-08-16,15375000.0,7000000,6400000,106,6,Tidak tertagih,492,2,13000000,30750000.0,Kurang lancar
1313,Wanita,79,D2,Sudah menikah,Retired,4,10500000.0,2023-03-13,13541666.666666666,9000000,8700000,2,1,Tertagih,214,0,6500000,0.0,DPK
1314,Wanita,70,D2,Sudah menikah,Retired,3,18500000.0,2023-01-15,16416666.666666666,26000000,18300000,101,7,Tidak tertagih,280,2,8500000,32833333.33333333,Kurang lancar
1315,Pria,72,S1,Sudah menikah,Retired,3,13000000.0,2023-02-07,15041666.666666666,6000000,4600000,56,3,Tertagih,307,1,10000000,15041666.666666666,DPK
1316,Wanita,56,D1,Sudah menikah,Retired,4,18500000.0,2023-09-22,16458333.333333334,12500000,8250000,35,4,Tidak tertagih,135,0,4500000,0.0,DPK
1317,Pria,66,D3,Sudah menikah,Retired,3,10500000.0,2023-01-12,14416666.666666666,15500000,13150000,5,1,Tidak tertagih,366,0,9500000,0.0,DPK
1318,Pria,27,D1,Belum menikah,Contract,0,10500000.0,2023-05-30,15208333.333333334,4500000,2950000,40,2,Tertagih,218,1,6000000,15208333.333333334,DPK
1319,Pria,36,D3,Sudah menikah,Full-time,5,24500000.0,2023-02-11,14958333.333333334,16500000,9150000,57,3,Tertagih,323,1,7000000,14958333.333333334,DPK
1320,Wanita,72,D3,Sudah menikah,Retired,5,10500000.0,2023-07-29,15250000.0,5000000,4300000,13,3,Tertagih,340,0,8500000,0.0,DPK
1321,Pria,38,S2,Sudah menikah,Full-time,2,29000000.0,2023-02-23,34708333.333333336,31500000,28550000,30,3,Tertagih,497,1,6000000,34708333.333333336,DPK
1322,Pria,49,D1,Sudah menikah,Full-time,4,17500000.0,2023-07-08,18958333.33333333,16500000,10250000,81,6,Tidak tertagih,293,2,4000000,37916666.66666666,DPK
1323,Wanita,80,S3,Sudah menikah,Retired,4,18000000.0,2023-07-24,12708333.333333334,11000000,7500000,113,8,Tidak tertagih,213,2,7000000,25416666.666666668,Kurang lancar
1324,Pria,67,S3,Sudah menikah,Retired,2,13000000.0,2023-07-02,14416666.666666666,9000000,7800000,13,3,Tertagih,355,0,8500000,0.0,DPK
1325,Wanita,79,S2,Sudah menikah,Retired,4,18000000.0,2023-04-28,14166666.666666666,25500000,20950000,84,6,Tidak tertagih,205,1,5500000,14166666.666666666,DPK
1326,Pria,39,D3,Sudah menikah,Full-time,4,17500000.0,2023-04-17,13583333.333333334,18500000,13550000,137,9,Tidak tertagih,289,2,19000000,27166666.666666668,Diragukan
1327,Wanita,18,SMP,Belum menikah,Not-employed,2,2600000.0,2023-04-15,4166666.6666666665,30000000,16800000,97,6,Tidak tertagih,9,2,14000000,8333333.333333333,Kurang lancar
1328,Wanita,72,D1,Sudah menikah,Retired,3,15500000.0,2023-06-11,14666666.666666666,19000000,18700000,18,1,Tertagih,421,1,8500000,14666666.666666666,DPK
1329,Pria,35,S1,Sudah menikah,Full-time,4,19000000.0,2023-01-30,17500000.0,1000000,800000,89,6,Tidak tertagih,281,1,7000000,17500000.0,DPK
1330,Pria,41,D3,Sudah menikah,Full-time,5,22500000.0,2023-05-19,13625000.0,10500000,5650000,68,6,Tidak tertagih,139,1,4000000,13625000.0,DPK
1331,Pria,24,D3,Belum menikah,Contract,0,10500000.0,2023-07-28,16083333.333333334,14500000,12350000,31,3,Tertagih,475,1,9500000,16083333.333333334,DPK
1332,Wanita,77,D2,Sudah menikah,Retired,5,16500000.0,2023-05-04,15041666.666666666,22000000,20700000,89,7,Tidak tertagih,161,1,21000000,15041666.666666666,DPK
1333,Pria,41,S1,Sudah menikah,Full-time,4,19000000.0,2023-04-28,14958333.333333334,15500000,11350000,100,6,Tidak tertagih,234,3,19000000,44875000.0,Kurang lancar
1334,Wanita,71,D1,Sudah menikah,Retired,3,20500000.0,2023-06-11,16333333.333333334,22500000,11850000,58,3,Tidak tertagih,115,1,6000000,16333333.333333334,DPK
1335,Pria,43,S2,Sudah menikah,Contract,3,19000000.0,2023-08-08,16541666.666666666,26000000,22800000,48,5,Tidak tertagih,182,1,4500000,16541666.666666666,DPK
1336,Pria,43,S1,Sudah menikah,Full-time,4,19000000.0,2023-01-17,12333333.333333334,8000000,5700000,42,4,Tertagih,367,1,8000000,12333333.333333334,DPK
1337,Wanita,20,SMA,Belum menikah,Not-employed,2,4700000.0,2023-07-04,4875000.0,5500000,4050000,135,8,Tidak tertagih,90,3,6500000,14625000.0,Diragukan
1338,Pria,24,SMA,Belum menikah,Contract,3,13700000.0,2023-09-22,14208333.333333334,4000000,3500000,13,1,Tertagih,233,0,9000000,0.0,DPK
1339,Wanita,57,D3,Sudah menikah,Retired,3,16500000.0,2023-05-06,16916666.666666668,26000000,19200000,81,4,Tertagih,552,2,4500000,33833333.333333336,DPK
1340,Wanita,59,S1,Sudah menikah,Retired,2,18000000.0,2023-07-29,15125000.0,13500000,9950000,2,1,Tertagih,448,0,8000000,0.0,DPK
1341,Pria,42,S1,Sudah menikah,Full-time,3,19000000.0,2023-03-01,14791666.666666666,16500000,8550000,89,6,Tertagih,555,1,7000000,14791666.666666666,DPK
1342,Pria,40,S1,Sudah menikah,Contract,3,19000000.0,2023-09-19,15208333.333333334,17500000,17050000,140,9,Tidak tertagih,137,3,20500000,45625000.0,Diragukan
1343,Wanita,43,D2,Sudah menikah,Full-time,3,17500000.0,2023-07-17,17416666.666666668,14000000,13000000,160,8,Tidak tertagih,276,3,6500000,52250000.0,Diragukan
1344,Pria,42,D3,Sudah menikah,Full-time,5,17500000.0,2023-09-04,12625000.0,16500000,8450000,90,9,Tidak tertagih,267,1,10000000,12625000.0,DPK
1345,Pria,29,D1,Belum menikah,Full-time,0,26500000.0,2023-07-18,34666666.666666664,36500000,23150000,26,2,Tertagih,473,1,18000000,34666666.666666664,DPK
1346,Wanita,73,S3,Sudah menikah,Retired,3,18000000.0,2023-07-19,15625000.0,13000000,8300000,122,11,Tidak tertagih,115,1,15000000,15625000.0,Diragukan
1347,Wanita,65,D2,Sudah menikah,Retired,4,10500000.0,2023-06-02,14708333.333333334,5000000,3900000,48,4,Tertagih,256,1,5000000,14708333.333333334,DPK
1348,Wanita,71,S1,Sudah menikah,Retired,3,18000000.0,2023-02-23,17125000.0,12500000,11850000,37,5,Tidak tertagih,277,1,6500000,17125000.0,DPK
1349,Wanita,67,D2,Sudah menikah,Retired,4,10500000.0,2023-01-04,13166666.666666666,4000000,3200000,83,5,Tidak tertagih,211,1,6000000,13166666.666666666,DPK
1350,Pria,42,S1,Sudah menikah,Contract,3,20000000.0,2023-07-20,14791666.666666666,5500000,4650000,98,6,Tidak tertagih,123,3,14500000,44375000.0,Kurang lancar
1351,Wanita,54,S3,Sudah menikah,Retired,2,18000000.0,2023-05-12,14208333.333333334,1500000,1150000,140,8,Tidak tertagih,127,2,3000000,28416666.666666668,Diragukan
1352,Wanita,72,S3,Sudah menikah,Retired,4,13000000.0,2023-02-23,15666666.666666666,19500000,18750000,52,4,Tertagih,380,1,6500000,15666666.666666666,DPK
1353,Pria,48,D1,Sudah menikah,Full-time,4,22500000.0,2023-02-28,14791666.666666666,20000000,15100000,72,5,Tidak tertagih,278,1,6000000,14791666.666666666,DPK
1354,Pria,42,D3,Sudah menikah,Full-time,3,17500000.0,2023-01-22,17875000.0,14000000,9700000,63,6,Tidak tertagih,192,1,6000000,17875000.0,DPK
1355,Wanita,52,D2,Sudah menikah,Retired,4,20500000.0,2023-05-30,13375000.0,26000000,13600000,125,7,Tidak tertagih,104,3,7500000,40125000.0,Diragukan
1356,Wanita,72,S1,Sudah menikah,Retired,4,13000000.0,2023-09-21,12333333.333333334,4000000,2900000,23,1,Tidak tertagih,426,1,6000000,12333333.333333334,DPK
1357,Pria,39,S1,Sudah menikah,Full-time,4,27000000.0,2023-08-14,34458333.333333336,30000000,29100000,113,7,Tidak tertagih,314,2,5000000,68916666.66666667,Kurang lancar
1358,Pria,22,SMA,Belum menikah,Contract,1,8700000.0,2023-06-08,14458333.333333334,8500000,6150000,3,1,Tertagih,402,0,3500000,0.0,DPK
1359,Pria,19,SMA,Belum menikah,Contract,0,7700000.0,2023-02-11,14916666.666666666,15000000,9900000,66,4,Tertagih,308,1,4500000,14916666.666666666,DPK
1360,Pria,26,D1,Belum menikah,Contract,0,10500000.0,2023-04-04,15958333.333333334,11000000,9400000,62,3,Tidak tertagih,429,2,4500000,31916666.666666668,DPK
1361,Pria,28,D1,Belum menikah,Contract,0,10500000.0,2023-07-13,14916666.666666666,7000000,3500000,96,7,Tidak tertagih,394,1,6500000,14916666.666666666,Kurang lancar
1362,Pria,46,S1,Sudah menikah,Full-time,2,26000000.0,2023-03-22,35958333.333333336,35500000,31350000,23,2,Tertagih,620,0,8000000,0.0,DPK
1363,Pria,27,D3,Belum menikah,Full-time,1,15500000.0,2023-06-10,15375000.0,8000000,4400000,168,10,Tidak tertagih,149,2,5500000,30750000.0,Diragukan
1364,Pria,50,S1,Sudah menikah,Retired,3,19000000.0,2023-07-17,18750000.0,26500000,15850000,25,1,Tertagih,593,1,5500000,18750000.0,DPK
1365,Pria,41,D1,Sudah menikah,Full-time,3,17500000.0,2023-07-22,14500000.0,18500000,17050000,120,7,Tidak tertagih,227,2,6000000,29000000.0,Kurang lancar
1366,Pria,57,S2,Sudah menikah,Retired,4,13000000.0,2023-01-12,14166666.666666666,8500000,5150000,45,2,Tidak tertagih,416,1,6500000,14166666.666666666,DPK
1367,Pria,48,S1,Sudah menikah,Full-time,4,24000000.0,2023-08-08,12083333.333333334,19000000,14800000,14,1,Tertagih,393,0,17500000,0.0,DPK
1368,Pria,65,D1,Sudah menikah,Retired,4,10500000.0,2023-05-17,14958333.333333334,11000000,7300000,56,3,Tidak tertagih,285,2,5500000,29916666.666666668,DPK
1369,Pria,29,SMA,Belum menikah,Contract,2,5700000.0,2023-07-16,13458333.333333334,13000000,12400000,74,7,Tidak tertagih,202,1,8000000,13458333.333333334,DPK
1370,Wanita,72,S2,Sudah menikah,Retired,3,18000000.0,2023-04-14,15625000.0,14000000,11000000,1,1,Tertagih,415,0,5000000,0.0,DPK
1371,Pria,33,S1,Sudah menikah,Full-time,3,24000000.0,2023-01-06,16958333.333333332,6500000,4450000,164,9,Tidak tertagih,147,4,4500000,67833333.33333333,Diragukan
1372,Wanita,80,D3,Sudah menikah,Retired,3,15500000.0,2023-03-25,13000000.0,28500000,25650000,104,7,Tidak tertagih,229,1,12500000,13000000.0,Kurang lancar
